Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Statistical Cause En,Total Precipitation,Windspeed
1,14,infrastructure,31-Mar-17,31-Mar-17,0,70,0,80,21,13,8,50,50,9,2,Dordrecht-Roosendaal,points failure,0,5
1,14,accidents,31-Mar-17,31-Mar-17,0,70,0,80,21,13,8,50,50,9,2,'s-Hertogenbosch-Eindhoven; Tilburg-Eindhoven,person hit by a train,0,5
1,14,rolling stock,31-Mar-17,31-Mar-17,0,70,0,80,21,13,8,50,50,9,2,Amsterdam-Haarlem,broken down train,0,5
1,14,infrastructure,31-Mar-17,31-Mar-17,0,70,0,80,21,13,8,50,50,9,2,Duivendrecht,points failure,0,5
1,11,infrastructure,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Breda-Tilburg; Breda-Roosendaal,points failure,2,3
1,11,infrastructure,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Roosendaal,power failure,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Eindhoven-Deurne,broken down train,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Utrecht-Woerden,broken down train,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Almelo-Hardenberg,broken down train,2,3
1,11,accidents,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Schiphol Airport,person hit by a train,2,3
1,11,accidents,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Schiphol-Rotterdam (HSL),person hit by a train,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Alphen a/d Rijn-Gouda,broken down train,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Nijmegen-Wijchen,broken down train,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Alphen a/d Rijn-Gouda,problems with the rolling stock,2,3
1,11,external,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Alphen a/d Rijn,an emergency call,2,3
1,11,rolling stock,01-Apr-17,01-Apr-17,2,90,1,70,14,8,5,70,20,6,1,Schiphol-Leiden; Amsterdam-Schiphol-Rotterdam (HSL),broken down train,2,3
1,10,unknown,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Amsterdam-Schagen,cause yet unknown,0,3
1,10,staff,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Amsterdam-Schiphol-Rotterdam (HSL),staffing problems,0,3
1,10,external,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Amsterdam-Utrecht; Schiphol-Utrecht; Amsterdam-Gouda,people along the railway,0,3
1,10,external,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Amsterdam-Utrecht; Schiphol-Utrecht,an emergency call,0,3
1,10,infrastructure,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Utrecht-Rotterdam; Utrecht-Den Haag,damaged railway bridge,0,3
1,10,rolling stock,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Rotterdam-Breda (HSL),broken down train,0,3
1,10,rolling stock,02-Apr-17,02-Apr-17,0,80,0,80,16,8,5,60,10,5,1,Den Haag-Rotterdam,broken down train,0,3
1,9,infrastructure,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,'s-Hertogenbosch-Eindhoven; 's-Hertogenbosch-Eindhoven,points failure,0,2
1,9,infrastructure,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Schiphol-Amersfoort,points failure,0,2
1,9,external,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Amsterdam-Almere,an emergency call,0,2
1,9,rolling stock,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Apeldoorn-Enschede,broken down train,0,2
1,9,infrastructure,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Leiden-Duivendrecht-Lelystad,points failure,0,2
1,9,infrastructure,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Zaandam-Enkhuizen,points failure,0,2
1,9,rolling stock,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Amsterdam-Hilversum,broken down train,0,2
1,9,accidents,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Roosendaal-Vlissingen,person hit by a train,0,2
1,9,rolling stock,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Nijmegen-'s-Hertogenbosch,broken down train,0,2
1,9,unknown,03-Apr-17,03-Apr-17,0,80,0,70,14,5,3,60,20,4,1,Deurne,cause yet unknown,0,2
1,10,infrastructure,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Eindhoven-Venlo,signal and level crossing failure,0,2
1,10,rolling stock,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Rotterdam-Breda (HSL),broken down train,0,2
1,10,rolling stock,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Amsterdam Amstel,broken down train,0,2
1,10,rolling stock,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Barneveld Centrum,broken down train,0,2
1,10,infrastructure,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Utrecht-'s-Hertogenbosch,signal failure,0,2
1,10,accidents,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Roosendaal-Antwerpen-Brussel,person hit by a train,0,2
1,10,infrastructure,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Zwolle-Groningen; Zwolle-Leeuwarden,signal failure,0,2
1,10,rolling stock,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Amsterdam-Rotterdam-Breda (HSL),broken down train,0,2
1,10,rolling stock,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Groningen-Leeuwarden,broken down train,0,2
1,10,logistical,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Schiphol Airport,an earlier disruption,0,2
1,10,infrastructure,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Almelo-Hardenberg,signal failure,0,2
1,10,external,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Amsterdam-Amsterdam Sloterdijk,an emergency call,0,2
1,10,rolling stock,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Nijmegen-'s-Hertogenbosch,broken down train,0,2
1,10,infrastructure,04-Apr-17,04-Apr-17,0,80,0,70,16,7,4,50,20,3,1,Groningen-Bad Nieuweschans,signal failure,0,2
1,9,infrastructure,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Groningen-Roodeschool,level crossing failure,0,5
1,9,weather,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Utrecht-Rhenen; Utrecht-Veenendaal; Breukelen-Utrecht-Veenendaal,slippery railway tracks,0,5
1,9,rolling stock,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Nijmegen-Wijchen,broken down train,0,5
1,9,rolling stock,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Eindhoven-Roermond; Eindhoven-Weert,broken down train,0,5
1,9,accidents,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Hengelo-Oldenzaal,damaged railway bridge,0,5
1,9,rolling stock,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Arnhem-Zutphen; Arnhem-Doetinchem,broken down train,0,5
1,9,rolling stock,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Amersfoort-Barneveld,problems with the rolling stock,0,5
1,9,infrastructure,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Rotterdam-Breda (HSL),damaged overhead wires,0,5
1,9,infrastructure,05-Apr-17,05-Apr-17,0,80,0,80,13,11,7,60,20,5,2,Den Haag-Rotterdam,damaged overhead wires,0,5
1,8,engineering work,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Haarlem,over-running engineering works,0,4
1,8,infrastructure,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Heerlen-Maastricht,signal failure,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Amersfoort-Barneveld,problems with the rolling stock,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Arnhem-Duisburg-Düsseldorf,problems with the rolling stock,0,4
1,8,external,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Eindhoven-Deurne,an animal on the railway track,0,4
1,8,infrastructure,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Utrecht-Alphen a/d Rijn,damaged railway bridge,0,4
1,8,accidents,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Zwolle-Groningen,person hit by a train,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Gouda-Den Haag,broken down train,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Haarlem-Uitgeest,broken down train,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Eindhoven-Heerlen,broken down train,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Eindhoven-Weert,broken down train,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Amsterdam-Schiphol-Rotterdam (HSL),problems with the rolling stock,0,4
1,8,accidents,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Breda-Tilburg,person hit by a train,0,4
1,8,accidents,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Maastricht-Liège / Luik,person hit by a train,0,4
1,8,external,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Haarlem-Hoorn,person on the railway track,0,4
1,8,infrastructure,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Almelo-Hardenberg,signal failure,0,4
1,8,rolling stock,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Dordrecht-Breda,broken down train,0,4
1,8,external,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Schiphol Airport,by police orders,0,4
1,8,unknown,06-Apr-17,06-Apr-17,0,80,0,80,11,10,6,60,60,3,2,Amsterdam-Rotterdam-Breda (HSL),multiple disruptions,0,4
1,10,engineering work,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Schiphol-Leiden,unexpected engineering works,0,4
1,10,rolling stock,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Amersfoort-Barneveld,problems with the rolling stock,0,4
1,10,rolling stock,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Zuidbroek,broken down train,0,4
1,10,engineering work,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Zwolle-Groningen,repair works,0,4
1,10,engineering work,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Rotterdam-Breda (HSL),unexpected engineering works,0,4
1,10,logistical,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Den Haag-Rotterdam,disruption elsewhere,0,4
1,10,unknown,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Eindhoven-Roermond,technical investigation,0,4
1,10,infrastructure,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Den Haag-Rotterdam,signalling and points failure,0,4
1,10,logistical,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Eindhoven-Heerlen,disruption elsewhere,0,4
1,10,rolling stock,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Wijchen,broken down train,0,4
1,10,logistical,07-Apr-17,07-Apr-17,0,80,0,80,14,8,5,70,50,5,2,Breukelen-Utrecht-Veenendaal,disruption elsewhere,0,4
1,9,infrastructure,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Zwolle-Arnhem; Apeldoorn-Enschede,points failure,0,2
1,9,infrastructure,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Utrecht-'s-Hertogenbosch,defective railway track,0,2
1,9,infrastructure,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Zwolle-Almelo,signal failure,0,2
1,9,rolling stock,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Utrecht-Hilversum,broken down train,0,2
1,9,rolling stock,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Amersfoort-Zwolle,broken down train,0,2
1,9,logistical,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Arnhem-Duisburg-Düsseldorf,railway problems abroad,0,2
1,9,accidents,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Breukelen-Gouda,collision,0,2
1,9,logistical,08-Apr-17,08-Apr-17,0,80,0,80,14,5,3,60,30,4,1,Breukelen-Gouda,an earlier disruption,0,2
1,12,rolling stock,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Utrecht-Rotterdam,broken down train,0,3
1,12,external,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Utrecht-Amersfoort; Schiphol-Amersfoort; Amsterdam-Amersfoort,an emergency call,0,3
1,12,infrastructure,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Zwolle-Almelo,signalling and points failure,0,3
1,12,rolling stock,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Arnhem-Doetinchem,broken down train,0,3
1,12,external,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Zaandam-Enkhuizen,person on the railway track,0,3
1,12,infrastructure,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Utrecht-Baarn,signal failure,0,3
1,12,infrastructure,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Nijmegen-Roermond,signal failure,0,3
1,12,rolling stock,09-Apr-17,09-Apr-17,0,70,0,70,21,9,5,40,20,2,1,Amsterdam-Almere; Amsterdam-Amersfoort,broken down train,0,3
1,9,infrastructure,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Almelo-Hardenberg,defective point,0,5
1,9,infrastructure,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Hengelo-Enschede,signal failure,0,5
1,9,external,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Utrecht-Tiel; Utrecht-Eindhoven,an emergency call,0,5
1,9,logistical,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Amsterdam-Utrecht; Schiphol-Utrecht,disruption elsewhere,0,5
1,9,external,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Almelo-Hengelo,person on the railway track,0,5
1,9,logistical,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Schiphol-Utrecht-Nijmegen,an earlier disruption,0,5
1,9,logistical,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Utrecht-Tiel; Utrecht-Eindhoven,an earlier disruption,0,5
1,9,logistical,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Breukelen-Utrecht-Veenendaal,an earlier disruption,0,5
1,9,rolling stock,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Gouda-Den Haag,broken down train,0,5
1,9,rolling stock,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Rotterdam-Breda (HSL),broken down train,0,5
1,9,rolling stock,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Den Haag-Rotterdam,broken down train,0,5
1,9,rolling stock,10-Apr-17,10-Apr-17,0,70,0,80,14,12,7,60,60,4,2,Hoofddorp-Schiphol-Almere Oostvaarders; Duivendrecht-Lelystad,broken down train,0,5
1,9,external,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Utrecht-Rotterdam,copper theft,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Leeuwarden-Stavoren,broken down train,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Rotterdam-Dordrecht,broken down train,0,4
1,9,infrastructure,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Zwolle-Leeuwarden,damaged railway bridge,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Amsterdam-Utrecht,broken down train,0,4
1,9,infrastructure,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Amsterdam-Almere; Amsterdam-Amersfoort,signalling and points failure,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Arnhem-Nijmegen,broken down train,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Rotterdam-Breda (HSL),broken down train,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Hoofddorp-Schiphol-Hilversum,broken down train,0,4
1,9,infrastructure,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Dordrecht-Roosendaal,damaged railway bridge,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Dordrecht-Breda,broken down train,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Dordrecht-Breda,broken down train,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Amsterdam-Schiphol,stranded train,0,4
1,9,rolling stock,11-Apr-17,11-Apr-17,0,70,0,80,14,11,7,60,60,3,2,Den Haag-Rotterdam-Breda (HSL),broken down train,0,4
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Ede-Wageningen-Arnhem,power failure,2,6
1,9,engineering work,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Schiphol-Utrecht; Schiphol-Leiden,unexpected engineering works,2,6
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Meppel-Leeuwarden,damaged railway bridge,2,6
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Amersfoort-Zwolle,signal failure,2,6
1,9,rolling stock,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Eindhoven-Deurne,broken down train,2,6
1,9,rolling stock,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Rotterdam-Breda (HSL),broken down train,2,6
1,9,rolling stock,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Heerlen-Maastricht,broken down train,2,6
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Dordrecht-Geldermalsen,level crossing failure,2,6
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Dordrecht-Gorinchem,signalling and points failure,2,6
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Utrecht-Gouda,damaged overhead wires,2,6
1,9,accidents,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Deventer-Almelo,person hit by a train,2,6
1,9,accidents,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Lelystad Centrum,person hit by a train,2,6
1,9,unknown,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Almere Centrum,cause yet unknown,2,6
1,9,logistical,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Almere Centrum,disruption elsewhere,2,6
1,9,rolling stock,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Hilversum-Amersfoort,broken down train,2,6
1,9,rolling stock,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Hengelo-Enschede,broken down train,2,6
1,9,infrastructure,12-Apr-17,12-Apr-17,3,80,1,70,12,13,8,70,40,7,3,Zwolle-Emmen,signal failure,2,6
1,9,engineering work,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Arnhem-Doetinchem; Arnhem-Duisburg-Düsseldorf,unexpected engineering works,0,5
1,9,accidents,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Groningen-Delfzijl,person hit by a train,0,5
1,9,logistical,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Rotterdam-Dordrecht,an earlier disruption,0,5
1,9,accidents,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Haarlem-Hoorn; Alkmaar-Den Helder,damaged railway bridge,0,5
1,9,infrastructure,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Utrecht-Amersfoort,points failure,0,5
1,9,external,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Amsterdam-Utrecht,person on the railway track,0,5
1,9,rolling stock,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Amsterdam-Amsterdam Sloterdijk,broken down train,0,5
1,9,infrastructure,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Leiden-Duivendrecht-Lelystad; Hoofddorp-Schiphol-Hilversum,points failure,0,5
1,9,external,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Utrecht-Woerden,person on the railway track,0,5
1,9,infrastructure,13-Apr-17,13-Apr-17,0,80,0,80,12,11,7,60,60,3,2,Leiden-Den Haag C,points failure,0,5
1,9,rolling stock,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Den Haag-Rotterdam,broken down train,1,4
1,9,rolling stock,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Rotterdam-Breda (HSL),broken down train,1,4
1,9,rolling stock,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Amersfoort-Deventer,broken down train,1,4
1,9,rolling stock,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Heerlen-Maastricht Randwyck,broken down train,1,4
1,9,external,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Rotterdam-Gouda,person on the railway track,1,4
1,9,rolling stock,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Schiphol-Den Haag,broken down train,1,4
1,9,infrastructure,14-Apr-17,14-Apr-17,1,80,0,80,12,10,6,60,50,3,2,Groningen-Leeuwarden,signal failure,1,4
1,9,rolling stock,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Breda-Roosendaal,broken down train,2,6
1,9,infrastructure,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Utrecht-Amersfoort,points failure,2,6
1,9,engineering work,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Utrecht-Amersfoort,repair works,2,6
1,9,external,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Nijmegen-Wijchen,person on the railway track,2,6
1,9,external,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Rotterdam-Gouda,by police orders,2,6
1,9,rolling stock,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Den Haag-Rotterdam,broken down train,2,6
1,9,infrastructure,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Utrecht-Rotterdam; Utrecht-Den Haag,defective railway track,2,6
1,9,accidents,15-Apr-17,15-Apr-17,3,80,1,80,12,15,9,60,50,5,3,Tilburg-Eindhoven,person hit by a train,2,6
1,8,infrastructure,16-Apr-17,16-Apr-17,2,80,1,80,11,12,7,60,60,4,2,Utrecht-Rotterdam; Utrecht-Den Haag,defective railway track,1,4
1,8,rolling stock,16-Apr-17,16-Apr-17,2,80,1,80,11,12,7,60,60,4,2,Arnhem-Nijmegen,broken down train,1,4
1,8,external,16-Apr-17,16-Apr-17,2,80,1,80,11,12,7,60,60,4,2,Alkmaar-Den Helder,person on the railway track,1,4
1,8,external,16-Apr-17,16-Apr-17,2,80,1,80,11,12,7,60,60,4,2,Haarlem-Leiden,an obstacle in the overhead wires,1,4
1,8,infrastructure,16-Apr-17,16-Apr-17,2,80,1,80,11,12,7,60,60,4,2,Groningen-Roodeschool,signal failure,1,4
1,6,rolling stock,17-Apr-17,17-Apr-17,4,70,2,80,11,14,8,50,50,2,1,Utrecht-Baarn,broken down train,5,5
1,6,rolling stock,17-Apr-17,17-Apr-17,4,70,2,80,11,14,8,50,50,2,1,Rotterdam-Breda (HSL),broken down train,5,5
1,6,rolling stock,17-Apr-17,17-Apr-17,4,70,2,80,11,14,8,50,50,2,1,Den Haag-Rotterdam,broken down train,5,5
1,6,external,17-Apr-17,17-Apr-17,4,70,2,80,11,14,8,50,50,2,1,Amsterdam-Almere,an animal on the railway track,5,5
1,6,infrastructure,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Utrecht-Rotterdam; Utrecht-Den Haag,defective railway track,2,4
1,6,infrastructure,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Amsterdam-Hilversum; Amsterdam-Almere,points failure,2,4
1,6,infrastructure,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Leiden-Duivendrecht-Lelystad,points failure,2,4
1,6,infrastructure,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Groningen-Roodeschool,signal failure,2,4
1,6,external,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Utrecht-Arnhem; Utrecht-Rhenen,person along the track,2,4
1,6,rolling stock,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,'s-Hertogenbosch-Eindhoven,broken down train,2,4
1,6,infrastructure,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Groningen-Roodeschool,signal failure,2,4
1,6,rolling stock,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Dordrecht-Breda; Dordrecht-Roosendaal,broken down train,2,4
1,6,rolling stock,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Rotterdam-Dordrecht,broken down train,2,4
1,6,external,18-Apr-17,18-Apr-17,1,70,1,80,11,12,7,50,60,1,1,Utrecht-Woerden,person along the track,2,4
